Codmun,ESPVIDA,FECTOT,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,RDPC,RIND,RMPOB,RPOB,THEIL,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M15A17CF,T_MULCHEFEFIF014,T_RMAXIDOSO,T_SLUZ,IDHM,IDHM_E,IDHM_L,IDHM_R,MORT1
130002,71.69,3.43,22.28,91.67,95.17,84.77,3.23,5.96,11.53,7.55,20.55,10.91,22.53,13.77,26.88,0.58,30.88,33.67,60.76,65.62,81.17,85.94,178.67,21.9,59.38,91.71,0.54,48.93,25.53,72.73,88.14,94.36,44.97,50.36,44.37,67.64,13.37,42.29,3.89,5.64,0.527,0.377,0.778,0.499,20.8
130006,71.36,3.79,23.22,74.76,94.97,84.22,3.51,7.18,10.33,6.25,22.4,11.12,24.66,16.06,29.7,0.64,42.81,49.86,62.64,70.93,82.44,87.49,178.69,23.75,48.24,83.64,0.73,66.65,37.25,69.07,73.1,77.53,26.95,47.99,46.04,63.94,10.14,9.66,8.73,22.47,0.56,0.455,0.773,0.499,21.7
130008,69.48,3.6,28.89,74.76,93.79,81.01,4.1,8.65,5.75,3.31,15.84,4.08,17.42,7.42,21.87,0.58,32.44,41.9,51.08,64.55,71.21,81.76,226.82,30.78,57.02,94.35,0.62,58.47,46.79,67.42,96.3,93.25,38.88,26.47,23.05,51.67,13.22,29.37,7.02,6.75,0.594,0.526,0.741,0.537,27.0
130010,70.42,3.76,25.97,74.03,94.4,82.64,4.31,7.27,12.96,7.7,19.62,7.84,21.15,9.84,25.64,0.6,32.25,40.52,52.29,63.03,74.62,84.8,229.94,28.17,54.82,95.55,0.66,66.86,52.94,65.45,75.11,88.44,29.24,43.02,38.11,60.32,9.95,21.64,3.44,11.56,0.561,0.433,0.757,0.54,24.3
130014,71.29,2.64,23.41,51.3,94.93,84.11,3.18,8.74,2.45,1.81,10.77,2.13,11.64,3.25,14.39,0.56,16.56,18.6,26.84,33.79,56.97,68.89,380.62,21.42,54.43,129.78,0.56,86.73,46.5,44.68,91.35,82.12,41.58,40.71,28.96,59.27,10.42,28.68,3.09,17.88,0.637,0.54,0.772,0.621,21.9
130020,68.95,3.62,30.62,72.92,93.43,80.07,2.87,4.63,31.05,22.9,35.5,22.8,37.39,24.43,43.57,0.65,44.75,49.95,63.67,72.37,83.46,88.73,159.21,13.83,40.25,77.6,0.55,36.29,17.52,69.88,50.61,60.84,44.58,64.21,58.57,74.35,14.59,27.45,8.38,39.16,0.45,0.259,0.733,0.481,28.6
130030,72.91,4.24,19.07,80.29,95.85,86.71,4.96,8.11,9.94,5.47,15.76,6.28,17.11,7.6,20.31,0.59,34.3,41.94,51.58,61.72,73.21,82.33,228.43,26.49,53.49,95.79,0.62,57.01,24.55,67.07,90.34,81.35,54.16,40.74,34.0,62.1,18.21,36.03,5.47,18.65,0.577,0.446,0.799,0.539,17.8
130040,68.69,2.72,31.5,61.28,93.25,79.6,3.89,4.34,27.37,25.56,34.16,29.07,35.24,30.69,37.63,0.74,47.37,56.8,60.97,69.84,74.74,82.67,237.29,9.55,32.13,63.25,0.77,49.81,37.94,72.88,92.93,75.46,14.04,48.06,43.56,64.29,27.49,25.7,5.33,24.54,0.5,0.315,0.728,0.545,29.5
130050,71.45,4.86,22.97,94.49,95.03,84.37,4.88,8.21,6.41,2.28,10.28,2.72,11.43,4.26,14.2,0.6,46.23,53.8,68.75,77.86,83.65,90.01,148.28,27.71,53.35,76.95,0.66,55.14,35.69,74.59,67.93,78.85,47.48,30.82,27.51,56.41,10.71,40.54,6.78,21.15,0.574,0.522,0.774,0.469,21.5
130060,70.78,4.33,24.87,81.57,94.63,83.26,4.07,8.79,9.75,6.3,21.89,8.8,24.12,11.66,29.88,0.56,28.08,34.32,52.87,63.4,78.14,85.74,211.1,28.38,63.93,106.43,0.5,53.48,22.34,71.69,76.16,86.36,43.94,32.39,29.07,59.43,16.98,33.03,7.63,13.64,0.574,0.471,0.763,0.526,23.2
130063,68.85,4.58,30.96,94.16,93.36,79.88,4.1,6.83,16.32,8.9,25.46,12.78,27.95,18.19,33.1,0.65,43.29,50.68,64.14,72.5,78.54,85.19,193.4,24.3,51.31,77.5,0.73,54.61,21.95,74.68,76.23,83.61,31.46,58.11,52.39,74.7,20.24,62.1,5.52,16.39,0.506,0.346,0.731,0.512,29.0
130068,69.99,4.47,27.26,83.5,94.13,81.91,4.06,7.83,5.19,3.58,7.97,3.45,8.61,3.03,10.36,0.59,40.05,43.59,61.77,68.38,80.82,86.33,175.55,27.22,53.96,87.24,0.62,58.8,36.65,75.22,88.32,77.04,48.58,35.09,31.35,58.16,17.51,67.37,6.47,22.96,0.565,0.484,0.75,0.496,25.5
130070,71.59,3.04,22.57,69.58,95.11,84.6,4.89,7.53,8.25,6.83,27.04,11.45,29.56,16.47,35.01,0.63,27.28,35.02,49.75,61.78,72.02,82.39,288.42,25.49,63.51,104.69,0.72,67.42,28.18,51.55,74.81,83.51,36.89,43.93,38.42,61.29,13.84,40.69,5.15,16.49,0.588,0.455,0.777,0.576,21.1
130080,71.53,4.04,22.73,79.27,95.08,84.51,4.58,7.92,9.85,5.31,15.8,7.62,17.29,9.82,20.6,0.64,36.98,44.57,56.26,66.92,76.04,84.5,219.83,22.54,49.99,87.98,0.72,54.65,30.97,74.85,95.38,81.19,46.19,46.21,38.39,65.0,14.82,36.36,7.01,18.81,0.56,0.425,0.776,0.532,21.3
130083,71.49,4.05,22.85,73.19,95.05,84.44,3.69,7.77,7.47,5.74,15.07,6.3,16.27,8.02,19.59,0.58,29.67,34.95,50.44,59.23,71.15,78.57,235.49,21.32,54.72,95.96,0.53,29.69,43.17,65.16,83.59,91.4,32.74,44.27,36.55,63.38,14.84,29.07,5.03,8.6,0.569,0.436,0.775,0.544,21.4
130090,70.1,3.39,26.92,59.59,94.2,82.1,4.35,6.86,15.57,11.25,29.53,14.13,31.5,21.7,36.22,0.61,34.1,41.65,57.35,69.55,77.38,89.49,206.44,20.41,54.01,88.93,0.67,73.71,53.11,51.74,72.04,79.38,33.58,49.48,43.26,66.21,6.77,31.86,6.93,20.62,0.53,0.379,0.752,0.522,25.2
130100,69.68,4.3,28.23,81.66,93.92,81.37,3.9,7.22,9.28,5.34,28.03,8.05,31.44,16.35,39.7,0.54,23.92,30.54,48.31,57.02,75.35,83.95,222.32,29.76,66.12,111.19,0.55,64.62,31.13,59.13,91.3,92.57,38.15,44.24,39.0,60.44,16.97,43.51,3.93,7.43,0.549,0.416,0.745,0.534,26.4
130110,71.76,3.17,22.1,68.04,95.21,84.88,4.31,7.91,5.81,3.55,13.72,4.45,14.86,5.87,17.76,0.66,41.27,44.82,60.88,66.42,76.77,82.8,197.06,14.13,43.54,74.64,0.63,56.5,32.3,68.87,98.47,88.45,53.81,44.2,38.47,60.82,11.81,30.59,7.64,11.55,0.557,0.431,0.779,0.515,20.7
130115,71.76,3.3,22.1,62.49,95.21,84.88,5.6,7.62,5.92,3.93,16.46,4.44,17.94,6.51,21.41,0.57,30.36,33.22,54.97,62.05,75.23,84.48,207.18,20.34,58.12,95.77,0.49,14.95,16.07,49.87,88.71,88.19,72.6,43.52,34.7,63.86,12.15,31.94,3.89,11.81,0.568,0.45,0.779,0.523,20.7
130120,71.79,3.15,20.96,68.5,95.18,84.79,3.65,7.65,9.81,4.86,17.02,5.38,18.67,8.95,23.98,0.64,21.98,23.93,40.38,46.63,63.59,73.16,347.2,17.59,56.75,104.79,0.69,32.29,51.77,65.54,85.17,88.37,28.24,41.37,34.14,57.39,14.5,36.3,3.56,11.63,0.586,0.425,0.78,0.606,19.58
130130,71.49,3.74,22.85,70.28,95.05,84.44,3.98,7.94,9.05,6.61,18.71,8.13,20.39,10.39,24.78,0.61,29.32,38.01,54.32,64.83,77.17,85.22,239.64,30.15,63.98,100.6,0.69,63.71,47.59,68.04,88.13,92.78,17.27,42.38,36.77,62.01,12.81,26.33,4.8,7.22,0.563,0.421,0.775,0.546,21.4
130140,70.37,4.03,26.1,79.67,94.37,82.56,3.87,7.73,18.98,11.96,32.99,16.31,36.14,26.15,43.35,0.62,32.2,40.77,55.41,67.85,74.5,83.64,241.86,28.64,59.67,94.94,0.67,52.29,23.75,53.4,45.84,82.73,37.26,49.18,44.06,64.27,19.76,56.26,4.5,17.27,0.563,0.431,0.756,0.548,24.4
130150,68.63,4.18,31.7,82.08,93.21,79.49,3.57,6.33,19.76,16.85,32.75,15.94,35.05,23.06,42.35,0.64,35.87,43.27,57.67,68.11,80.07,87.45,204.98,20.92,52.23,88.52,0.7,44.82,24.55,55.43,91.75,73.34,43.97,56.71,52.27,72.03,13.15,41.01,6.45,26.66,0.509,0.349,0.727,0.521,29.6
130160,68.13,4.07,33.44,80.4,92.85,78.58,3.99,7.37,14.56,10.46,24.69,13.92,26.62,19.08,31.41,0.62,37.8,44.87,59.94,69.12,78.03,84.93,200.4,24.2,54.48,86.19,0.62,67.64,31.25,72.65,66.57,88.32,28.37,49.88,45.76,68.07,15.37,35.15,8.0,11.68,0.53,0.4,0.719,0.518,31.3
130165,70.7,3.85,25.1,82.74,94.58,83.13,3.18,6.97,11.82,8.35,31.5,14.77,35.2,25.93,43.16,0.74,51.48,60.43,67.87,78.51,83.14,90.32,191.04,16.18,36.66,66.37,0.89,62.11,15.92,66.36,78.49,66.5,70.08,58.2,55.2,69.13,13.11,39.49,4.74,33.5,0.532,0.387,0.762,0.51,23.5
130170,72.47,2.99,20.2,66.1,95.61,86.02,4.28,7.53,7.77,4.5,16.95,5.61,18.54,7.45,22.82,0.66,25.86,34.11,41.89,53.71,63.98,76.15,382.13,20.84,53.07,101.8,0.84,77.32,58.58,56.12,91.88,90.73,26.98,38.1,31.67,54.6,19.86,27.49,4.84,9.27,0.605,0.451,0.791,0.621,18.9
130180,71.32,4.05,23.33,91.7,94.95,84.16,2.91,5.51,22.79,20.39,38.41,24.35,40.62,29.39,46.58,0.58,39.53,45.55,68.07,76.49,86.43,90.52,154.54,29.03,59.79,87.94,0.54,41.52,15.3,68.8,74.46,66.44,53.7,55.65,52.76,73.08,13.76,22.91,6.85,33.56,0.481,0.302,0.772,0.476,21.8
130185,72.94,3.3,19.01,70.25,95.86,86.75,4.83,8.12,6.77,3.7,13.24,3.63,14.38,5.65,17.41,0.56,16.69,21.4,34.86,45.12,59.84,72.88,349.23,24.68,67.87,120.34,0.55,70.95,55.44,62.14,91.96,94.68,30.34,39.99,29.39,53.87,18.56,45.27,3.62,5.32,0.613,0.476,0.799,0.607,17.8
130190,73.66,2.84,16.39,68.47,96.19,87.71,5.03,8.76,5.66,2.37,9.12,2.68,9.94,3.41,11.96,0.59,17.45,23.24,36.6,47.38,58.58,70.14,373.71,28.94,69.26,117.42,0.63,78.88,62.11,59.14,97.62,92.63,24.77,29.28,21.7,48.84,14.01,35.04,3.78,7.37,0.644,0.534,0.811,0.618,15.31
130195,71.32,3.9,23.33,81.16,94.95,84.16,2.64,5.84,24.74,16.01,37.73,21.1,40.71,30.54,48.14,0.8,55.51,62.72,74.2,80.11,88.6,91.65,214.95,20.11,41.4,66.39,1.28,52.1,19.03,59.27,52.8,69.27,39.48,71.73,67.99,81.41,10.34,47.74,6.16,30.73,0.477,0.266,0.772,0.529,21.8
130200,72.54,3.4,20.03,71.05,95.65,86.13,5.24,8.16,2.72,2.29,8.45,2.41,9.26,2.21,11.35,0.67,27.79,30.35,49.37,57.1,69.41,76.59,321.94,19.81,54.73,95.76,0.81,82.78,48.43,61.75,91.65,89.43,37.49,25.45,22.14,46.18,17.45,34.42,4.03,10.57,0.654,0.594,0.792,0.594,18.7
130210,69.85,3.79,27.72,77.78,94.03,81.65,2.62,6.09,22.99,18.48,27.92,21.47,29.28,20.83,32.48,0.59,22.55,25.53,52.07,59.61,80.03,84.46,248.6,36.5,74.73,115.36,0.66,48.06,31.51,73.99,43.83,86.57,32.9,54.8,49.52,75.13,17.31,30.45,4.23,13.43,0.522,0.345,0.748,0.552,25.9
130220,67.24,4.43,36.64,83.71,92.19,76.94,3.43,6.02,22.88,15.18,33.72,16.84,36.45,25.89,44.08,0.6,32.23,41.2,56.2,68.27,76.19,84.65,227.39,31.45,61.56,97.87,0.67,47.97,27.35,67.17,77.56,89.02,44.39,56.11,48.38,72.9,15.6,74.91,4.1,10.98,0.522,0.376,0.704,0.538,34.3
130230,70.93,4.84,24.44,95.88,94.72,83.51,3.4,6.37,22.67,10.27,28.06,15.98,30.74,22.71,36.21,0.69,40.95,48.72,62.09,71.04,83.11,89.19,214.36,23.09,51.6,85.97,0.87,63.7,14.65,77.25,20.16,85.11,30.97,55.21,51.12,70.29,26.21,34.05,5.98,14.89,0.516,0.34,0.766,0.528,22.8
130240,69.62,3.99,28.45,73.3,93.88,81.25,4.22,7.01,10.54,8.12,28.55,10.58,31.17,17.83,38.06,0.59,33.28,42.84,52.41,63.83,73.07,82.33,227.62,25.92,55.41,94.71,0.63,48.22,41.87,59.85,81.31,79.79,27.65,54.3,45.94,69.02,17.24,37.37,4.81,20.21,0.531,0.374,0.744,0.538,26.6
130250,72.69,2.77,18.45,71.65,95.67,86.19,4.88,8.63,5.22,3.19,15.55,4.3,17.11,7.01,21.21,0.56,16.16,22.25,35.47,47.3,61.05,73.19,342.58,33.92,71.61,123.47,0.56,70.31,55.6,64.38,93.78,90.08,26.84,33.14,24.36,54.47,16.96,33.63,3.62,9.92,0.614,0.481,0.795,0.604,17.23
130255,69.88,3.29,27.62,73.52,94.05,81.7,4.49,8.15,5.16,3.32,10.63,2.8,11.52,4.12,14.12,0.57,21.99,26.96,50.5,61.34,73.87,80.84,254.15,30.44,73.23,112.48,0.59,41.09,31.34,66.25,97.6,75.21,56.76,39.94,32.67,59.89,13.91,14.14,4.74,24.79,0.596,0.51,0.748,0.556,25.8
130260,74.54,2.06,15.2,47.41,96.68,89.15,3.88,9.51,2.79,1.38,3.78,1.13,4.0,1.37,4.76,0.61,3.75,6.15,12.9,20.63,33.5,47.27,790.27,36.21,88.06,157.5,0.68,89.65,83.55,50.19,98.29,99.63,6.45,14.01,8.17,25.2,9.77,20.34,1.64,0.37,0.737,0.658,0.826,0.738,14.24
130270,69.83,3.14,27.77,71.63,94.02,81.62,4.38,8.2,7.68,5.22,16.75,5.74,18.27,8.69,22.42,0.6,26.72,33.61,47.59,57.29,68.47,79.16,295.23,32.06,64.49,105.02,0.64,61.74,30.63,67.24,90.5,83.5,52.96,43.05,35.79,62.35,13.13,31.5,5.09,16.5,0.582,0.456,0.747,0.58,26.0
130280,70.78,3.96,24.87,83.01,94.63,83.26,2.55,6.02,10.35,8.44,18.01,7.97,19.38,11.07,24.01,0.69,52.14,58.84,70.9,77.4,85.3,90.25,144.99,17.35,39.92,65.53,0.78,49.73,29.03,82.75,83.79,90.05,24.7,50.51,47.19,68.23,20.45,49.79,5.48,9.95,0.498,0.348,0.763,0.466,23.2
130290,72.97,4.14,18.93,82.46,95.88,86.8,4.7,9.26,6.21,3.05,10.28,3.26,11.23,4.52,13.83,0.64,34.31,43.67,54.17,65.33,76.2,84.75,244.3,28.21,56.55,95.75,0.76,53.85,40.49,71.87,97.43,76.82,49.39,37.5,32.82,58.64,13.56,36.52,4.96,23.18,0.588,0.464,0.8,0.549,17.7
130300,71.73,3.39,22.16,74.35,95.2,84.84,5.56,8.85,2.44,1.77,8.94,1.6,9.85,2.74,12.36,0.65,43.78,53.42,62.76,74.36,78.54,86.76,195.12,25.6,49.28,77.93,0.72,47.52,35.61,66.54,88.92,80.17,46.25,34.17,29.62,60.72,11.65,21.99,7.0,19.83,0.586,0.503,0.779,0.513,20.7
130310,71.81,2.89,21.96,72.89,95.24,84.96,4.45,6.99,7.15,4.23,12.82,4.34,13.99,5.7,17.44,0.63,33.18,37.51,58.68,67.42,75.71,83.82,232.07,27.5,58.91,89.37,0.68,55.94,25.53,75.07,95.65,67.19,62.25,43.79,39.05,64.48,14.43,23.63,4.92,32.81,0.558,0.412,0.78,0.541,20.5
130320,71.55,3.52,22.68,68.78,95.09,84.54,4.56,7.37,8.97,6.42,15.52,6.35,16.66,7.29,19.97,0.59,30.88,35.93,47.65,56.98,69.78,77.96,246.44,19.91,49.23,95.89,0.56,65.45,44.34,69.66,97.46,86.35,29.18,46.75,40.54,62.53,16.51,23.57,5.97,13.65,0.57,0.434,0.776,0.551,21.2
130330,70.52,3.73,25.66,70.09,94.46,82.81,4.71,7.58,11.15,7.93,19.73,8.22,21.18,10.54,25.35,0.57,31.0,38.01,51.32,61.56,72.69,81.2,219.69,23.59,55.72,95.63,0.57,62.61,29.59,68.11,42.41,79.16,42.07,44.81,37.98,62.38,12.11,34.57,5.36,20.84,0.554,0.421,0.759,0.532,24.0
130340,72.97,3.27,18.93,73.62,95.88,86.8,4.9,9.45,3.23,1.94,6.03,1.72,6.57,2.15,8.08,0.59,22.81,29.55,42.12,53.7,66.21,77.7,313.07,29.24,65.06,112.34,0.6,73.24,50.17,65.05,91.0,84.92,36.06,21.83,18.22,43.58,10.37,25.12,5.34,15.08,0.658,0.605,0.8,0.589,17.7
130350,68.45,3.71,32.32,81.32,93.08,79.16,2.95,4.72,21.33,17.49,29.44,16.82,30.96,19.73,36.62,0.72,47.23,54.91,65.4,73.81,80.66,87.07,218.21,24.11,45.83,72.6,1.02,49.52,15.6,79.94,49.27,69.96,35.08,56.43,53.58,70.67,12.95,37.99,6.37,30.04,0.496,0.317,0.724,0.531,30.2
130353,73.1,2.88,18.6,60.76,95.95,87.01,3.15,8.46,3.85,2.18,7.25,1.51,7.82,3.15,9.47,0.52,12.83,19.23,25.21,35.99,49.86,65.92,396.51,29.52,68.25,130.43,0.46,83.42,74.67,53.39,100.0,94.6,15.92,31.63,21.06,42.25,17.66,31.88,0.99,5.4,0.647,0.538,0.802,0.627,17.4
130356,72.12,2.6,21.13,58.28,95.42,85.46,3.51,8.49,4.53,2.39,11.25,2.88,12.13,5.64,15.03,0.55,18.28,19.41,35.59,44.45,59.58,71.86,315.24,16.77,62.01,116.32,0.47,79.11,71.7,57.89,91.76,96.48,21.13,31.43,23.9,50.17,12.31,26.5,1.72,3.52,0.611,0.493,0.785,0.59,19.8
130360,69.2,2.87,29.81,92.7,93.6,80.5,3.98,4.8,34.67,30.69,33.11,33.71,33.43,31.04,33.33,0.72,55.11,63.01,70.85,77.92,84.32,88.4,141.04,12.25,32.47,57.7,0.65,45.24,23.12,87.59,94.26,52.51,10.38,53.25,49.55,68.22,9.12,24.79,10.27,47.49,0.479,0.323,0.737,0.461,27.9
130370,70.52,3.21,25.65,84.71,94.46,82.81,3.1,6.49,13.8,8.2,21.31,9.08,23.18,10.19,28.55,0.67,55.83,61.97,73.16,79.52,86.79,91.05,122.21,19.45,39.12,62.69,0.7,50.55,11.0,77.57,65.57,89.18,65.89,48.86,46.75,71.73,18.6,13.3,7.67,10.82,0.49,0.353,0.759,0.438,24.0
130380,71.59,2.43,20.7,74.34,95.02,84.36,4.58,7.5,5.05,4.42,14.66,5.26,15.87,6.47,19.14,0.8,42.56,50.65,56.81,65.3,74.33,82.15,355.51,12.04,35.22,72.2,1.12,43.43,27.52,77.78,91.47,65.48,10.81,35.24,32.03,54.84,10.4,19.96,10.44,34.52,0.609,0.476,0.777,0.61,19.32
130390,71.77,3.65,22.07,81.71,95.22,84.9,3.9,6.73,14.02,8.47,22.91,9.06,24.86,12.39,30.53,0.64,47.99,53.7,66.11,72.92,84.66,89.18,150.28,21.71,43.42,75.66,0.65,38.51,17.23,73.51,0.06,70.07,51.09,43.2,38.49,62.76,10.44,12.47,8.11,29.93,0.521,0.386,0.78,0.471,20.6
130395,69.34,4.05,29.35,76.5,93.69,80.75,3.32,8.01,6.12,2.85,10.16,3.15,11.16,5.6,13.95,0.58,20.35,25.24,46.65,55.34,72.94,81.41,262.79,30.27,72.59,114.36,0.61,68.33,43.03,73.32,91.67,75.85,35.06,26.89,20.95,56.89,11.14,30.42,3.06,24.15,0.577,0.464,0.739,0.561,27.4
130400,72.47,4.44,20.2,78.77,95.61,86.02,4.45,9.54,5.03,2.43,7.81,1.53,8.55,2.55,10.53,0.56,25.98,33.15,51.94,65.57,72.6,84.07,238.53,34.66,67.92,101.72,0.59,54.15,32.66,67.9,97.7,81.81,52.6,24.41,18.75,49.42,30.58,32.7,5.04,18.19,0.632,0.584,0.791,0.546,18.9
130406,71.12,3.16,23.88,72.87,94.83,83.83,3.49,8.26,9.27,4.56,14.38,5.1,15.63,7.15,19.33,0.65,25.83,31.64,46.19,56.28,69.08,78.1,338.4,26.89,61.49,103.74,0.81,73.56,37.13,66.49,92.08,92.41,36.62,28.66,25.26,48.61,16.47,29.82,3.88,7.59,0.616,0.505,0.769,0.602,22.3
130410,66.61,4.37,39.06,75.8,91.7,75.73,3.33,6.35,19.98,11.86,30.86,16.15,33.62,21.95,40.29,0.6,39.66,48.07,58.07,67.6,76.76,84.33,193.97,25.27,50.53,84.93,0.65,47.23,46.99,63.26,80.94,80.77,31.92,52.84,45.99,66.64,20.04,34.6,3.5,19.23,0.502,0.355,0.694,0.512,36.6
130420,73.04,3.44,18.74,75.27,95.92,86.92,3.88,8.49,5.09,3.29,14.21,4.32,15.65,6.85,19.58,0.62,15.15,20.05,34.38,43.91,59.83,70.97,421.41,30.59,73.15,122.75,0.7,79.11,46.53,65.68,79.26,96.39,19.28,32.79,26.46,50.57,14.27,33.98,3.32,3.61,0.639,0.511,0.801,0.637,17.5
130423,71.74,4.33,22.14,82.87,95.2,84.86,3.27,7.3,11.92,6.34,19.82,9.72,21.83,16.29,26.79,0.54,30.93,37.07,49.59,57.55,78.39,83.06,189.15,20.86,50.22,101.33,0.47,32.38,9.49,68.99,61.9,79.38,72.56,39.66,34.11,63.71,15.59,24.88,3.17,20.62,0.548,0.416,0.779,0.508,20.7
130426,68.43,4.35,32.38,84.85,93.06,79.13,2.95,6.94,12.15,6.68,18.81,7.11,20.46,11.88,25.15,0.61,26.51,32.14,55.68,63.93,80.27,87.97,223.11,24.46,64.19,103.75,0.56,60.95,21.38,76.13,79.99,90.96,23.73,51.25,46.5,71.29,21.69,52.75,4.4,9.04,0.527,0.378,0.724,0.535,30.3
130430,70.26,4.37,26.44,80.49,94.3,82.37,4.93,8.87,3.23,1.97,8.04,2.43,8.89,2.98,10.69,0.6,31.33,40.13,49.07,60.76,74.33,84.37,246.99,34.6,58.88,104.55,0.69,80.65,53.58,65.54,96.36,93.63,29.65,23.86,20.2,47.62,14.23,22.19,4.6,6.37,0.62,0.575,0.754,0.551,24.7
130440,71.53,4.01,22.73,75.35,95.08,84.51,4.88,8.28,5.95,2.95,9.18,2.73,10.06,4.38,12.6,0.58,32.03,40.15,49.82,60.81,72.57,81.5,227.55,28.52,55.84,98.17,0.63,64.7,46.98,72.31,76.41,79.07,33.22,32.03,27.14,58.31,9.47,30.71,4.26,20.93,0.588,0.487,0.776,0.538,21.3
140002,73.9,4.06,16.32,88.88,96.44,88.25,3.88,4.72,29.57,30.23,38.64,36.37,39.65,35.68,40.6,0.75,59.89,68.99,75.51,82.65,86.49,91.17,121.32,7.88,28.42,50.71,0.65,55.65,25.41,73.68,100.0,48.19,26.96,60.76,57.31,74.64,33.37,25.87,6.68,51.81,0.484,0.319,0.815,0.437,15.3
140005,73.78,3.57,16.61,87.23,96.38,88.07,4.0,5.66,38.98,33.53,40.06,35.82,40.86,36.13,42.22,0.73,51.42,60.09,61.63,72.14,76.79,85.79,201.32,9.69,25.14,57.89,0.63,65.14,33.82,68.01,98.69,54.83,21.22,56.46,51.23,65.2,25.05,26.87,8.58,45.17,0.542,0.379,0.813,0.518,15.6
140010,73.95,2.18,16.16,49.68,96.47,88.36,3.29,9.5,1.83,1.36,5.83,1.3,6.27,1.85,7.74,0.58,5.03,7.5,13.61,20.62,32.27,45.49,786.55,33.28,81.73,150.01,0.64,98.7,89.2,44.85,97.76,99.29,4.18,13.09,7.53,24.93,10.01,19.64,1.18,0.71,0.752,0.708,0.816,0.737,15.39
140015,73.52,3.45,17.21,86.2,96.25,87.68,4.19,8.2,4.28,2.29,13.26,5.08,14.71,6.72,17.46,0.72,34.94,41.61,54.19,66.34,71.87,82.04,329.22,19.49,50.31,86.9,1.0,91.78,43.28,69.88,80.78,70.62,40.25,40.74,35.91,57.82,24.84,29.71,6.5,29.38,0.626,0.509,0.809,0.597,16.1
140017,73.19,3.45,17.99,73.28,96.08,87.18,4.24,8.58,4.39,2.66,17.22,5.19,19.01,8.71,22.07,0.66,33.95,39.61,47.29,55.55,68.88,78.06,297.59,19.46,42.62,90.55,0.77,93.26,44.13,64.07,97.59,81.61,38.43,39.21,30.87,59.75,18.13,31.77,3.11,18.39,0.619,0.509,0.803,0.581,16.8
140020,71.77,3.47,21.65,67.47,95.31,84.92,3.77,8.07,3.63,3.31,13.21,3.46,14.48,5.78,17.5,0.56,17.05,21.7,35.46,44.53,61.64,73.47,336.05,28.54,69.17,119.46,0.56,88.5,61.25,64.14,95.61,89.18,21.66,36.84,29.28,52.5,14.18,39.82,3.77,10.82,0.624,0.518,0.78,0.601,20.3
140023,72.48,3.29,19.77,62.18,95.7,86.07,3.93,9.57,2.1,1.47,12.18,1.6,13.39,2.73,16.51,0.55,14.79,19.04,36.44,49.05,61.05,73.4,334.97,31.75,76.41,123.84,0.54,94.48,59.6,45.95,83.95,93.27,25.54,35.52,24.88,54.59,21.07,20.28,1.8,6.73,0.639,0.549,0.791,0.6,18.5
140028,73.61,2.64,16.99,62.85,96.29,87.82,3.68,7.45,22.73,18.0,30.23,17.12,31.57,23.7,35.57,0.62,36.27,44.99,47.85,59.57,67.8,77.89,261.18,17.45,39.55,87.02,0.56,80.99,57.33,57.71,96.26,76.84,12.25,46.96,39.32,62.13,11.01,36.74,4.25,23.16,0.582,0.434,0.81,0.56,15.9
140030,73.79,3.27,16.58,61.54,96.38,88.08,4.54,8.38,4.95,4.41,17.2,5.15,18.62,6.88,22.02,0.71,22.23,26.9,37.16,45.15,60.16,70.24,487.66,19.36,54.63,108.83,0.93,94.38,66.41,52.22,94.9,91.56,16.82,35.66,26.26,54.34,19.97,37.1,3.24,8.44,0.665,0.547,0.813,0.661,15.5
140040,73.06,3.12,18.32,104.9,96.01,86.98,3.3,7.52,3.99,2.81,12.28,3.04,13.7,2.15,17.28,0.7,47.59,54.53,64.43,73.88,77.36,84.4,203.43,17.6,39.83,65.03,0.92,65.16,35.64,82.4,66.36,53.71,35.77,34.56,31.2,53.87,21.26,35.71,6.39,46.29,0.594,0.502,0.801,0.52,17.2
140045,72.29,3.57,20.27,83.87,95.6,85.76,3.0,8.52,3.84,2.49,9.79,1.57,10.79,3.2,13.36,0.74,39.16,48.44,51.71,62.96,67.64,79.45,388.35,16.66,38.57,76.63,1.09,79.57,44.16,69.2,95.3,74.53,31.99,31.69,26.75,47.26,12.72,20.58,5.7,25.47,0.65,0.558,0.788,0.624,19.0
140047,72.86,2.84,18.8,58.77,95.91,86.67,3.16,7.54,3.48,3.09,14.57,3.15,15.98,5.62,19.94,0.57,26.59,31.07,42.66,51.49,65.32,75.69,284.22,24.8,55.45,104.67,0.6,87.9,47.32,51.09,98.17,91.0,37.15,33.12,25.94,53.26,10.89,25.71,3.26,9.0,0.619,0.519,0.798,0.574,17.6
