Codmun,ESPVIDA,FECTOT,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,RDPC,RIND,RMPOB,RPOB,THEIL,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M15A17CF,T_MULCHEFEFIF014,T_RMAXIDOSO,T_SLUZ,IDHM,IDHM_E,IDHM_L,IDHM_R,MORT1
421360,78.43,1.99,10.83,47.37,95.91,88.14,8.54,10.87,0.9,0.63,3.44,0.43,3.65,1.3,4.29,0.53,1.05,1.9,6.26,12.96,19.31,33.6,864.41,32.06,98.23,172.92,0.5,96.63,97.78,14.93,99.42,99.38,0.0,19.49,7.16,29.51,5.47,15.65,0.56,0.62,0.786,0.724,0.891,0.752,9.2
421370,76.41,2.1,13.67,46.49,94.87,85.45,7.27,9.47,0.94,0.96,5.85,0.54,6.22,1.1,7.42,0.43,0.46,0.34,3.69,7.44,16.21,29.57,742.15,6.81,95.38,183.57,0.32,86.0,93.32,12.32,99.01,99.92,1.65,32.67,8.39,35.03,4.35,18.54,0.55,0.08,0.72,0.598,0.857,0.728,11.7
421380,75.39,1.72,15.25,43.8,94.3,84.01,8.88,10.93,0.81,1.4,9.58,1.09,10.24,1.31,11.95,0.42,2.35,4.94,8.28,16.33,24.45,41.04,591.62,34.8,91.32,171.05,0.32,85.27,95.57,12.6,99.69,99.88,2.35,30.74,11.13,38.63,5.72,14.04,0.92,0.12,0.718,0.636,0.84,0.692,13.0
421390,78.0,1.36,11.41,41.51,95.69,87.58,10.78,12.12,0.0,0.0,4.7,0.0,5.04,1.8,5.71,0.47,0.57,2.04,1.82,3.23,9.07,20.26,1255.85,66.67,92.82,181.74,0.4,86.54,98.83,10.28,100.0,100.0,1.04,31.18,4.32,54.17,0.0,8.88,0.23,0.0,0.77,0.637,0.883,0.813,9.7
421400,77.44,1.73,12.18,43.14,95.41,86.85,8.62,10.21,1.46,0.53,3.06,0.81,3.23,0.87,3.73,0.41,0.39,0.56,2.58,5.98,6.46,13.39,928.86,18.77,95.79,166.29,0.3,95.56,97.34,9.17,99.76,99.97,0.7,25.82,1.92,28.83,6.77,16.48,0.42,0.03,0.759,0.654,0.874,0.764,10.4
421410,76.64,1.92,13.34,46.19,94.99,85.75,9.76,10.2,1.76,0.0,11.29,4.07,12.18,2.5,13.78,0.5,0.26,0.81,2.47,5.71,14.08,27.34,934.37,42.33,122.01,187.39,0.43,83.9,97.22,11.08,100.0,99.81,0.0,35.09,7.64,33.23,3.93,5.27,0.75,0.19,0.737,0.609,0.861,0.765,11.4
421415,74.17,1.72,17.29,44.55,93.58,82.22,8.85,11.56,1.06,1.8,10.36,1.15,11.08,1.36,13.19,0.42,2.43,4.54,6.32,10.46,21.98,33.51,626.1,46.34,88.66,168.98,0.32,95.45,93.67,10.5,98.83,99.49,0.55,27.75,7.81,44.59,5.63,6.25,1.37,0.51,0.706,0.611,0.82,0.701,14.8
421420,74.93,1.76,16.0,42.94,94.04,83.34,8.84,9.76,1.45,0.96,8.22,0.8,8.83,1.7,10.46,0.39,1.73,1.81,5.7,10.33,15.3,26.08,672.58,27.44,83.63,159.16,0.26,87.53,97.1,7.89,97.84,99.96,2.12,27.01,7.2,40.24,4.99,15.93,0.62,0.04,0.73,0.656,0.832,0.712,13.7
421430,78.59,1.72,10.62,40.92,95.98,88.35,8.77,11.01,0.56,0.78,6.98,0.0,7.37,1.57,8.66,0.42,1.13,1.74,1.92,3.37,8.47,16.5,813.8,32.24,71.6,164.88,0.31,74.01,99.66,6.16,98.41,100.0,0.0,32.85,2.61,35.68,0.0,9.55,0.15,0.0,0.753,0.644,0.893,0.743,9.1
421440,74.2,2.16,17.25,49.07,93.59,82.26,9.16,10.81,1.36,1.22,6.0,1.16,6.36,2.59,7.34,0.44,1.45,3.44,5.21,10.63,16.6,32.1,737.53,44.26,95.15,170.6,0.36,91.25,96.89,13.01,99.22,99.79,0.58,36.46,10.08,37.42,8.83,11.13,0.27,0.21,0.697,0.569,0.82,0.727,14.7
421450,73.18,2.25,19.06,45.22,92.96,80.73,7.46,11.2,1.92,0.32,5.79,1.09,6.2,0.42,7.13,0.5,1.63,1.7,5.92,8.38,19.36,29.51,803.46,13.51,81.43,171.35,0.45,86.75,97.87,9.55,100.0,100.0,0.5,29.47,9.12,38.95,5.35,12.8,0.8,0.0,0.729,0.65,0.803,0.741,16.3
421460,78.52,2.11,10.71,43.34,95.95,88.26,8.27,9.32,1.22,1.47,4.08,1.28,4.27,1.46,4.8,0.47,1.47,2.22,3.11,6.16,12.19,23.66,957.34,17.34,71.89,173.22,0.39,79.67,98.35,8.21,100.0,99.98,0.81,30.84,4.76,41.42,5.15,23.88,0.75,0.02,0.754,0.625,0.892,0.769,9.1
421470,74.61,1.5,16.54,42.24,93.84,82.87,10.68,9.97,1.03,0.62,3.03,1.07,3.17,1.34,3.56,0.37,0.0,0.0,2.35,5.64,5.68,11.35,795.95,0.0,108.52,162.96,0.25,84.88,99.13,11.07,99.5,100.0,0.52,29.27,3.82,33.09,3.17,14.25,0.75,0.0,0.729,0.634,0.827,0.739,14.1
421480,78.61,1.54,10.6,39.45,95.99,88.37,7.33,10.16,1.02,0.55,2.81,0.83,2.95,0.71,3.4,0.45,0.61,1.62,2.03,4.45,6.85,12.96,1114.31,36.81,88.69,174.56,0.36,96.56,97.91,10.6,99.3,100.0,0.16,19.15,3.2,23.6,2.7,14.98,0.9,0.0,0.802,0.727,0.894,0.793,9.0
421490,75.98,1.61,14.34,37.14,94.63,84.83,9.56,10.83,0.82,0.42,2.89,0.51,3.06,0.82,3.6,0.56,0.0,0.0,0.37,1.04,3.7,7.18,1570.51,0.0,129.25,183.04,0.55,81.86,99.67,7.61,100.0,100.0,0.17,17.07,1.01,39.65,7.2,4.41,0.13,0.0,0.806,0.727,0.85,0.848,12.2
421500,75.89,1.97,14.47,46.81,94.59,84.72,5.74,9.72,1.45,1.18,3.84,0.8,4.06,1.06,4.69,0.44,0.31,0.6,5.02,9.54,20.09,31.53,664.58,37.64,108.56,182.02,0.33,97.83,97.63,18.06,99.91,99.39,1.4,22.61,8.6,28.51,8.44,15.83,1.55,0.61,0.738,0.668,0.848,0.71,12.4
421505,73.34,1.81,18.76,48.63,93.06,80.98,7.39,9.64,0.99,2.65,9.51,1.56,10.13,3.89,11.69,0.42,4.16,5.21,17.29,24.85,34.51,46.03,463.38,35.14,91.09,144.37,0.34,75.89,98.33,11.96,97.47,99.46,0.0,35.87,13.84,47.75,6.92,8.73,1.61,0.54,0.653,0.53,0.806,0.652,16.0
421507,74.79,2.11,16.24,48.51,93.95,83.14,9.94,11.92,0.55,1.0,8.43,1.17,9.08,2.27,10.47,0.44,1.94,2.64,7.99,13.41,23.45,36.91,629.81,36.62,92.64,164.27,0.34,93.06,95.94,10.0,97.55,99.67,1.34,34.76,10.08,56.77,6.76,15.29,0.73,0.33,0.714,0.624,0.83,0.702,13.9
421510,78.34,1.35,10.95,38.32,95.86,88.03,9.29,9.02,1.49,0.69,3.75,0.77,3.92,1.1,4.48,0.42,0.0,0.0,1.64,5.05,5.98,13.46,958.15,0.0,105.86,179.68,0.32,81.52,97.56,9.51,98.63,100.0,0.79,27.62,3.12,31.14,0.0,10.75,0.99,0.0,0.754,0.626,0.889,0.769,9.3
421520,73.01,2.25,19.38,49.22,92.85,80.46,10.52,9.97,2.54,2.94,11.36,2.29,12.01,2.14,13.33,0.47,2.36,4.28,6.47,11.4,21.18,33.73,791.78,36.49,85.24,168.01,0.4,93.7,91.45,8.35,82.88,99.7,2.96,42.36,11.51,35.33,2.35,12.97,1.02,0.3,0.692,0.561,0.8,0.738,16.6
421530,73.18,1.85,19.06,43.54,92.96,80.73,6.84,10.07,1.18,0.52,4.53,0.88,4.85,0.92,5.65,0.43,0.7,1.08,3.15,5.54,15.05,28.01,784.32,25.56,100.87,188.1,0.32,80.68,98.9,7.67,99.06,100.0,0.16,23.75,4.6,34.79,3.12,21.72,0.65,0.0,0.744,0.695,0.803,0.737,16.3
421535,72.68,2.38,20.0,54.36,92.63,79.95,8.71,11.0,0.29,0.0,13.98,1.38,15.26,3.24,17.97,0.5,14.27,20.64,25.2,37.35,44.68,61.49,427.12,25.78,59.97,122.51,0.47,94.65,86.8,15.08,95.39,97.86,3.51,43.4,22.25,62.99,7.59,9.71,1.64,2.14,0.654,0.551,0.795,0.639,17.1
421540,77.82,1.97,11.65,43.39,95.61,87.35,7.07,11.4,0.72,0.85,7.55,2.14,8.13,2.07,9.39,0.55,1.01,1.31,5.36,11.04,15.59,31.22,1011.21,40.67,104.2,168.77,0.55,75.29,99.75,8.31,100.0,100.0,0.0,21.51,5.97,28.17,1.53,14.0,1.16,0.0,0.784,0.705,0.88,0.778,9.9
421545,76.16,2.47,14.06,47.58,94.73,85.09,4.75,9.13,3.19,1.24,7.28,0.75,7.84,2.74,9.77,0.4,0.18,0.22,1.32,2.04,10.82,17.69,730.38,30.0,94.11,195.48,0.29,83.07,99.12,21.14,97.55,100.0,0.44,37.04,7.36,35.64,9.34,35.76,0.12,0.0,0.7,0.554,0.853,0.725,12.0
421550,74.12,2.79,17.38,51.87,93.55,82.15,5.58,9.56,1.47,0.75,9.66,1.14,10.47,2.63,12.61,0.52,3.24,5.01,10.51,16.2,33.47,47.27,610.94,28.73,84.34,166.61,0.47,94.88,90.06,21.27,98.83,98.78,2.05,31.88,17.17,39.35,8.75,20.88,2.72,1.22,0.698,0.597,0.819,0.697,14.8
421555,74.99,1.84,15.92,40.95,94.07,83.42,9.4,11.44,0.62,0.0,9.82,2.72,10.62,1.94,11.96,0.38,1.44,3.28,6.05,11.95,18.75,32.18,644.48,44.95,85.36,173.45,0.26,89.61,93.36,9.85,98.31,99.7,3.0,27.76,9.31,54.13,0.0,8.21,1.07,0.3,0.727,0.653,0.833,0.705,13.6
421560,75.55,1.68,15.0,38.68,94.39,84.24,9.15,11.51,0.74,0.0,4.83,0.42,5.25,0.0,6.14,0.32,0.73,2.6,2.42,4.96,4.17,6.0,731.43,60.83,99.99,147.81,0.18,70.55,99.47,10.16,100.0,100.0,0.28,18.18,1.84,46.65,0.0,7.38,0.5,0.0,0.757,0.71,0.843,0.726,12.8
421565,73.38,1.67,18.69,44.65,93.09,81.03,7.82,10.79,1.2,0.45,6.62,0.77,7.09,1.11,8.28,0.39,1.87,4.07,4.79,9.48,16.3,29.21,630.29,19.87,77.49,173.24,0.27,92.46,99.03,9.5,99.7,99.94,0.68,31.73,6.72,39.03,4.51,8.57,0.27,0.06,0.705,0.618,0.806,0.702,16.0
421567,74.01,1.99,17.58,44.91,93.48,81.98,6.15,10.47,0.42,1.49,5.66,1.31,6.08,2.01,7.12,0.48,12.63,18.71,21.41,29.71,41.93,54.21,421.9,11.8,52.67,125.96,0.41,88.0,90.07,13.68,98.06,100.0,3.59,33.45,15.96,48.68,5.66,9.47,2.1,0.0,0.669,0.575,0.817,0.637,15.0
421568,72.45,2.1,20.44,52.02,92.48,79.59,9.94,11.77,1.99,1.61,13.18,2.11,14.25,2.07,16.25,0.56,19.89,26.24,25.49,36.25,38.56,50.01,572.73,14.86,38.13,90.55,0.66,92.63,89.68,7.87,98.6,99.9,0.51,31.02,11.44,63.37,7.3,13.14,2.92,0.1,0.682,0.585,0.791,0.686,17.5
421569,73.68,1.54,18.15,44.62,93.28,81.49,9.22,10.91,2.59,1.19,11.41,1.71,12.22,1.14,14.29,0.46,5.01,9.92,8.98,16.64,19.61,34.42,756.0,33.79,68.03,146.98,0.42,97.22,96.79,6.91,100.0,100.0,1.27,30.75,7.8,55.95,0.0,3.58,3.2,0.0,0.728,0.652,0.811,0.731,15.5
421570,78.4,1.6,10.86,39.06,95.89,88.11,7.08,10.94,0.64,0.56,5.13,0.67,5.47,0.82,6.47,0.38,0.09,0.22,1.64,3.71,8.09,16.11,867.13,31.42,109.44,194.16,0.25,84.5,98.79,10.66,99.74,100.0,0.0,19.02,4.03,25.83,3.42,11.09,0.57,0.0,0.781,0.71,0.89,0.753,9.3
421575,74.34,2.31,17.0,50.34,93.68,82.48,8.11,10.0,0.0,0.51,11.57,3.01,12.78,0.68,14.49,0.45,8.26,11.87,20.7,32.48,38.02,55.38,465.1,21.75,72.83,131.35,0.41,81.85,68.46,15.35,89.63,98.64,28.44,37.06,17.59,52.15,6.56,11.98,2.03,1.36,0.677,0.577,0.822,0.653,14.5
421580,77.25,1.65,12.45,40.08,95.31,86.59,5.55,10.39,0.96,0.56,2.42,0.51,2.54,0.61,2.96,0.49,0.71,1.24,2.97,5.94,12.4,21.23,923.29,26.02,92.17,181.28,0.43,98.79,99.11,10.23,99.9,99.95,0.01,16.27,4.73,23.55,2.79,16.72,0.54,0.05,0.782,0.719,0.871,0.763,10.6
421590,76.61,1.57,13.38,46.59,94.98,85.72,13.33,9.14,0.53,1.75,3.71,1.56,3.81,1.72,4.16,0.47,3.88,6.13,7.34,13.83,16.7,29.39,745.72,33.95,69.6,149.02,0.42,69.51,99.32,6.29,100.0,100.0,0.0,30.56,6.44,48.16,0.0,6.86,1.8,0.0,0.731,0.622,0.86,0.729,11.4
421600,77.01,1.79,12.79,38.31,95.19,86.27,8.4,10.69,1.32,0.63,4.71,1.03,4.96,1.31,5.72,0.46,0.5,0.49,2.92,6.46,12.4,21.27,924.02,29.07,97.25,187.12,0.37,93.09,97.06,7.85,98.44,99.52,2.33,25.25,7.56,32.2,2.21,10.98,1.35,0.48,0.769,0.688,0.867,0.763,10.9
421605,73.74,2.53,18.05,43.12,93.31,81.57,5.73,8.82,1.78,2.36,12.62,1.64,13.35,6.25,15.79,0.44,1.38,2.45,10.38,18.33,33.64,48.29,507.73,35.72,103.14,175.52,0.33,96.41,94.65,15.27,98.66,99.64,0.9,44.43,23.1,44.03,18.26,31.64,4.67,0.36,0.665,0.543,0.812,0.667,15.4
421610,76.66,2.01,13.31,45.01,95.0,85.78,8.34,11.44,0.97,0.78,9.27,0.96,9.91,1.06,11.53,0.58,1.27,2.97,5.48,11.98,20.5,34.2,956.19,43.83,96.71,178.44,0.62,90.96,91.85,12.89,92.32,99.81,6.07,28.17,8.88,33.37,4.75,11.41,1.26,0.19,0.765,0.675,0.861,0.769,11.4
421620,76.35,2.33,13.78,46.45,94.83,85.35,7.73,10.43,0.92,0.57,3.64,0.82,3.87,1.07,4.43,0.45,0.75,1.35,5.63,10.99,17.5,29.74,801.49,37.64,102.06,174.54,0.36,96.74,97.6,18.9,99.09,99.22,0.29,16.99,5.15,28.01,3.2,11.23,0.99,0.78,0.762,0.699,0.856,0.74,11.8
421625,77.35,1.52,12.31,38.08,95.37,86.72,10.04,12.2,0.52,1.15,1.05,0.0,1.04,0.24,1.21,0.4,0.0,0.0,1.4,2.48,7.0,14.31,881.09,0.0,112.54,190.54,0.28,91.84,98.33,7.03,98.43,100.0,0.87,22.35,2.2,44.67,4.79,4.98,0.18,0.0,0.761,0.668,0.873,0.756,10.5
421630,76.9,1.72,12.96,39.2,95.13,86.11,5.15,9.5,0.77,0.4,3.41,0.4,3.66,0.46,4.49,0.33,0.31,0.58,1.13,2.59,5.2,9.42,794.12,17.61,92.53,183.53,0.2,92.86,89.41,14.6,99.28,100.0,1.25,22.18,2.44,27.83,5.14,19.83,0.4,0.0,0.74,0.634,0.865,0.739,11.1
421635,77.37,2.1,12.28,47.49,95.38,86.75,7.98,9.84,1.56,0.49,6.57,0.51,7.09,0.71,8.37,0.34,0.09,0.0,1.63,4.18,10.45,20.62,680.25,68.0,118.01,194.36,0.2,96.75,99.47,15.78,98.9,99.79,0.0,25.69,5.12,39.62,3.53,6.76,0.29,0.21,0.738,0.645,0.873,0.714,10.5
421640,75.39,1.59,15.25,44.25,94.3,84.01,8.54,10.61,0.6,0.7,7.66,0.97,8.25,1.34,9.68,0.42,2.25,4.68,9.05,17.76,25.56,43.09,558.4,37.92,91.43,163.39,0.31,79.4,95.43,10.4,100.0,100.0,0.16,33.26,10.63,48.82,6.49,8.11,1.03,0.0,0.695,0.587,0.84,0.682,13.0
421650,74.01,2.26,17.56,44.16,93.48,81.99,7.83,8.74,0.87,0.66,5.84,1.01,6.19,1.79,7.22,0.48,0.85,2.17,7.66,14.92,29.72,47.83,641.75,33.79,111.23,186.7,0.39,92.58,98.69,11.39,100.0,99.73,0.3,33.17,13.44,36.92,7.91,12.72,2.15,0.27,0.687,0.562,0.817,0.705,15.0
421660,77.81,1.46,11.67,35.06,95.6,87.33,5.9,10.52,1.08,0.86,2.62,0.67,2.73,0.72,3.16,0.44,0.19,0.32,1.36,2.99,6.99,14.14,1157.43,43.71,103.19,186.86,0.34,97.85,98.9,13.24,99.81,99.97,0.11,11.93,2.67,16.04,6.33,10.4,0.39,0.03,0.809,0.752,0.88,0.799,10.0
421670,74.79,1.64,16.24,44.18,93.95,83.14,9.33,10.07,0.83,0.6,6.0,0.68,6.36,1.96,7.44,0.48,3.22,6.86,6.71,12.95,17.26,29.43,866.73,24.34,66.92,154.84,0.44,97.42,97.06,8.46,92.87,99.49,0.52,33.24,8.59,35.25,1.21,9.99,1.42,0.51,0.731,0.625,0.83,0.753,13.9
421680,74.61,1.9,16.54,51.3,93.85,82.88,10.59,9.12,3.37,1.63,12.92,3.21,13.76,5.38,15.36,0.46,10.87,19.53,24.69,40.26,46.38,68.0,375.44,24.41,72.04,135.17,0.41,68.53,87.86,11.82,98.32,99.56,1.59,48.43,24.42,66.25,5.36,12.64,3.57,0.44,0.636,0.503,0.827,0.618,14.1
421690,73.43,1.69,18.61,43.63,93.12,81.11,7.92,9.79,1.11,0.84,6.7,0.98,7.14,1.16,8.46,0.46,1.62,3.02,3.83,7.49,13.91,23.83,841.27,39.76,76.78,169.39,0.38,94.35,96.52,10.86,95.62,99.79,1.47,24.48,8.82,31.37,11.02,11.93,0.55,0.21,0.749,0.695,0.807,0.748,15.9
421700,75.01,1.73,15.89,40.01,94.08,83.45,4.96,9.56,2.34,1.22,3.8,0.89,4.01,1.5,4.81,0.44,0.1,0.0,2.28,4.68,7.32,12.94,884.18,61.0,119.42,186.22,0.33,85.42,98.99,9.5,94.58,100.0,0.0,19.48,3.22,27.57,6.22,12.81,0.1,0.0,0.755,0.683,0.834,0.756,13.6
421710,74.8,1.99,16.22,43.26,93.96,83.15,11.09,10.48,0.55,1.23,4.27,0.6,4.48,0.44,5.11,0.38,0.82,1.3,1.77,4.28,6.7,14.55,870.77,18.99,75.49,175.15,0.27,76.73,99.5,9.58,100.0,100.0,0.39,25.49,3.24,39.08,0.0,16.96,0.22,0.0,0.742,0.654,0.83,0.754,13.8
421715,72.67,2.3,20.01,48.4,92.62,79.94,11.76,12.26,0.0,0.0,11.08,0.56,11.94,2.54,13.61,0.5,1.69,4.44,9.06,19.18,24.52,42.11,767.85,39.19,98.61,162.08,0.45,97.11,96.18,10.61,96.55,99.1,2.33,36.65,10.59,33.09,0.0,9.16,0.54,0.9,0.71,0.615,0.795,0.733,17.1
421720,78.06,1.27,11.33,38.3,95.72,87.66,8.06,10.54,0.8,0.67,4.64,0.44,4.9,0.86,5.85,0.5,0.59,1.27,3.27,8.31,10.97,23.93,1072.6,43.94,107.67,174.76,0.44,91.87,98.74,7.7,99.17,99.85,0.21,16.84,3.87,26.27,0.0,10.45,0.72,0.15,0.801,0.739,0.884,0.787,9.7
421725,75.77,1.46,14.66,44.73,94.52,84.55,9.76,11.02,1.02,0.0,5.79,0.56,6.14,1.97,7.0,0.41,0.97,2.01,2.65,6.34,8.56,19.58,887.7,16.97,84.17,173.49,0.33,83.54,98.51,5.47,97.83,100.0,0.27,28.26,3.01,39.92,3.4,8.39,0.26,0.0,0.734,0.618,0.846,0.757,12.5
421730,75.97,1.61,14.35,39.41,94.63,84.83,7.85,11.66,0.34,0.58,4.42,0.81,4.71,0.92,5.61,0.33,0.43,0.88,1.98,5.65,7.85,15.21,719.94,29.8,84.19,179.28,0.2,87.78,96.91,5.03,98.82,100.0,2.53,20.78,2.52,19.1,0.0,3.85,0.28,0.0,0.755,0.7,0.85,0.723,12.2
421740,76.27,1.83,13.88,39.62,94.8,85.25,5.3,10.27,0.39,0.13,2.05,0.61,2.18,0.44,2.53,0.34,0.0,0.0,1.2,2.88,4.48,8.36,852.5,0.0,127.26,194.31,0.2,92.45,95.44,9.87,99.02,99.92,3.67,16.36,2.34,21.79,3.21,12.27,0.47,0.08,0.769,0.71,0.855,0.75,11.8
421750,77.32,1.57,12.35,38.84,95.35,86.69,7.88,10.87,0.83,0.85,5.2,0.84,5.48,0.81,6.42,0.51,0.67,1.56,1.47,3.49,6.0,11.86,1188.18,46.52,76.86,178.67,0.46,88.3,98.11,8.29,99.56,99.85,1.14,21.55,3.82,28.39,0.99,10.01,0.61,0.15,0.779,0.674,0.872,0.804,10.5
421755,77.72,1.62,11.8,42.45,95.55,87.21,9.68,11.69,0.0,1.84,6.14,0.52,6.52,1.95,7.66,0.41,0.0,0.0,1.39,3.86,7.74,15.34,893.35,0.0,126.12,192.73,0.28,95.42,96.09,9.47,97.03,99.75,1.39,26.9,2.93,45.0,7.09,11.82,0.76,0.25,0.773,0.694,0.879,0.758,10.1
421760,77.81,1.64,11.67,39.99,95.6,87.33,7.82,11.21,1.3,1.02,4.34,1.1,4.58,1.79,5.29,0.4,0.81,1.96,2.53,4.72,9.56,19.39,855.02,47.6,88.63,180.48,0.29,85.61,96.97,11.07,99.56,99.83,0.91,18.11,3.07,31.13,5.12,10.41,0.77,0.17,0.774,0.701,0.88,0.751,10.0
421770,76.49,1.63,13.57,43.79,94.91,85.55,6.65,9.83,0.79,1.03,5.39,0.68,5.75,1.02,6.86,0.4,0.28,0.48,2.09,4.35,11.6,21.74,746.69,37.63,99.25,192.55,0.28,96.43,95.35,9.59,99.77,100.0,1.89,28.71,5.13,34.36,4.15,19.82,0.89,0.0,0.728,0.617,0.858,0.729,11.6
421775,74.89,2.15,16.08,47.21,94.01,83.28,9.26,11.96,2.29,1.22,13.49,2.17,14.51,4.76,16.52,0.45,1.45,1.27,7.14,8.99,21.08,29.61,674.87,34.45,93.08,165.36,0.36,94.36,96.81,11.25,94.79,100.0,1.22,37.13,8.05,38.38,8.67,9.99,0.0,0.0,0.707,0.595,0.832,0.713,13.7
421780,77.71,2.14,11.81,44.1,95.55,87.2,8.4,11.12,0.44,0.45,4.47,0.54,4.76,1.05,5.58,0.43,0.36,0.42,1.81,3.53,8.9,17.34,848.34,15.3,93.5,182.66,0.31,88.96,98.55,6.54,99.62,99.8,0.07,24.53,3.71,30.9,3.84,10.67,0.61,0.2,0.761,0.67,0.879,0.749,10.1
421790,76.99,2.12,12.83,44.03,95.18,86.23,9.42,11.19,1.92,1.34,6.58,1.18,6.95,2.38,8.04,0.46,0.6,0.58,4.19,8.43,13.18,24.86,840.87,25.21,95.03,176.1,0.37,89.86,98.43,11.14,96.04,99.66,0.39,33.18,7.15,42.75,1.46,12.05,0.49,0.34,0.737,0.617,0.867,0.748,11.0
421795,75.76,1.54,14.67,43.66,94.51,84.54,10.81,12.04,0.0,1.85,10.26,0.53,10.96,3.57,12.74,0.41,3.86,5.28,11.25,20.54,25.05,42.74,579.87,34.62,80.53,151.07,0.33,98.28,94.51,6.36,100.0,98.98,1.74,34.3,9.82,49.51,0.0,20.5,1.21,1.02,0.717,0.633,0.846,0.688,12.5
421800,77.39,1.81,12.25,40.46,95.39,86.77,6.61,9.73,1.12,1.42,5.85,1.33,6.18,1.35,7.28,0.41,1.22,2.85,3.81,7.3,12.49,19.94,835.48,39.87,91.12,171.48,0.3,96.82,99.11,17.05,100.0,99.67,0.0,24.52,6.45,30.62,2.14,22.12,0.8,0.33,0.76,0.672,0.873,0.747,10.5
421810,76.33,1.89,13.81,42.73,94.82,85.33,8.57,10.83,1.59,2.12,8.22,1.83,8.7,4.25,10.05,0.47,1.7,2.05,4.21,7.89,18.26,32.16,709.63,24.43,76.91,186.08,0.41,74.91,99.5,6.16,100.0,100.0,0.06,31.59,8.47,44.42,5.48,8.76,1.9,0.0,0.72,0.606,0.856,0.721,11.8
421820,76.36,1.25,13.76,36.92,94.84,85.37,7.75,9.19,0.74,0.89,1.82,0.5,1.87,0.7,2.15,0.47,0.0,0.0,0.38,0.84,3.95,7.54,1214.03,0.0,110.6,202.09,0.38,98.94,98.17,8.5,99.8,100.0,1.17,17.74,1.78,21.58,0.95,11.23,0.59,0.0,0.784,0.697,0.856,0.807,11.7
421825,72.88,2.76,19.61,57.41,92.77,80.27,4.49,10.49,1.52,1.67,9.6,2.42,10.46,4.81,12.43,0.47,7.41,10.51,17.76,27.14,46.07,58.23,412.31,17.1,69.03,150.87,0.4,92.86,83.23,27.68,97.16,96.85,2.92,32.05,21.34,38.62,15.45,25.74,2.05,3.15,0.659,0.565,0.798,0.634,16.8
421830,73.85,2.22,17.85,51.43,93.38,81.74,5.86,9.23,1.74,0.93,6.5,2.08,7.0,2.73,8.09,0.47,2.59,4.52,12.49,20.9,34.46,50.01,539.69,29.3,95.1,163.8,0.4,95.87,90.18,27.94,99.35,99.27,3.07,26.4,15.42,36.92,6.91,26.84,3.15,0.73,0.706,0.639,0.814,0.677,15.2
421835,77.94,1.36,11.48,38.31,95.67,87.51,8.96,11.25,0.0,0.6,2.27,0.0,2.37,0.35,2.83,0.34,0.09,0.0,0.71,1.64,7.3,14.58,784.39,0.0,88.62,204.58,0.19,95.43,98.95,6.45,99.12,100.0,0.0,19.67,2.28,36.85,10.05,12.46,0.11,0.0,0.774,0.714,0.882,0.737,9.8
421840,77.83,1.57,11.64,38.92,95.61,87.36,8.22,9.6,2.04,0.76,5.78,1.34,6.18,1.51,7.22,0.36,0.3,0.4,0.7,1.76,6.87,13.39,746.89,8.01,62.1,198.14,0.22,76.82,99.02,8.91,92.57,100.0,0.36,33.01,4.03,42.54,2.38,8.46,0.11,0.0,0.729,0.602,0.881,0.729,9.9
421850,77.43,1.98,12.19,42.22,95.41,86.83,7.19,10.44,0.95,0.63,4.48,0.83,4.76,1.78,5.65,0.62,0.32,0.41,3.36,7.4,10.76,20.48,1471.95,57.96,104.88,175.41,0.7,89.64,99.81,7.86,99.45,100.0,0.13,24.25,5.45,29.57,4.33,16.84,0.13,0.0,0.795,0.685,0.874,0.838,10.4
421860,77.77,2.12,11.73,42.98,95.58,87.28,8.67,10.05,0.79,0.86,4.33,1.06,4.58,1.23,5.24,0.44,0.81,2.43,1.88,5.34,8.47,16.7,905.3,37.86,80.01,179.17,0.34,91.75,99.46,8.46,99.53,100.0,0.21,23.39,4.45,31.77,3.18,16.2,0.54,0.0,0.775,0.696,0.88,0.76,10.0
421870,76.96,1.4,12.87,36.25,95.16,86.2,7.91,10.72,0.91,0.92,3.33,0.69,3.48,1.0,4.04,0.47,0.73,1.56,1.71,3.46,7.43,14.63,1077.62,33.87,82.23,185.44,0.38,93.21,97.22,8.45,99.85,99.83,0.68,16.56,2.63,23.83,3.06,8.33,0.59,0.17,0.796,0.74,0.866,0.788,11.0
421875,74.79,1.48,16.24,42.33,93.95,83.14,9.56,11.49,0.67,0.78,3.89,1.46,4.13,3.61,4.56,0.41,0.94,1.97,5.14,10.98,16.33,29.87,742.67,46.58,93.96,171.91,0.3,95.85,97.52,6.69,100.0,99.68,1.45,25.72,6.82,44.48,7.82,4.61,1.21,0.32,0.752,0.704,0.83,0.728,13.9
